Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_score,segment
80,14,6270.5599999999995,3,5,5,35,Loyal
507,5,2956.5600000000004,1,4,5,14,Unengaged
55,2,835.1999999999999,4,2,3,42,Loyal
299,1,3.75,2,2,1,22,Disinterested
178,2,786.4299999999998,3,2,3,32,Infrequent
397,1,236.81,2,2,1,22,Disinterested
627,1,173.06,1,2,1,12,Disinterested
48,14,2852.61,4,5,4,45,Loyal
31,14,4253.26,4,5,5,45,Loyal
13,7,1304.76,5,4,4,54,Devoted
88,17,7194.3,3,5,5,35,Loyal
6,42,18066.4,5,5,5,55,Devoted
39,2,836.06,4,2,3,42,Loyal
19,14,3637.33,5,5,5,55,Devoted
593,2,4387.08,1,2,5,12,Disinterested
46,5,623.9300000000001,4,4,3,44,Loyal
32,1,1764.7199999999998,4,2,4,42,Loyal
374,1,207.5,2,2,1,22,Disinterested
60,1,223.92,4,2,1,42,Loyal
374,29,65500.07,2,5,5,25,Occasional
116,7,2900.5800000000004,3,4,4,34,Loyal
216,7,1312.37,2,4,4,24,Unengaged
320,2,270.48,2,2,1,22,Disinterested
67,1,369.34000000000003,3,2,2,32,Infrequent
9,3,789.79,5,3,3,53,Loyal
432,1,228.0,1,2,1,12,Disinterested
98,1,316.62,3,2,2,32,Infrequent
21,3,1501.38,5,3,4,53,Loyal
200,2,964.7000000000002,2,2,3,22,Disinterested
5,13,2799.25,5,5,4,55,Devoted
296,2,454.75,2,2,2,22,Disinterested
275,2,1145.5999999999997,2,2,3,22,Disinterested
32,15,8073.8,4,5,5,45,Loyal
49,9,1708.12,4,5,4,45,Loyal
262,4,1141.7500000000002,2,4,3,24,Unengaged
59,9,1801.33,4,5,4,45,Loyal
35,10,3967.6000000000004,4,5,5,45,Loyal
425,3,3723.55,1,3,5,13,Unengaged
59,3,421.24,4,3,2,43,Loyal
69,8,1594.4500000000003,3,5,4,35,Loyal
12,16,2824.99,5,5,4,55,Devoted
62,2,619.8499999999999,3,2,3,32,Infrequent
82,5,1307.76,3,4,4,34,Loyal
76,2,245.94,3,2,1,32,Infrequent
4,53,32911.33,5,5,5,55,Devoted
102,3,605.55,3,3,2,33,Need_attention
374,2,623.0,2,2,3,22,Disinterested
12,38,10081.71,5,5,5,55,Devoted
438,1,391.94999999999993,1,2,2,12,Disinterested
21,5,896.53,5,4,3,54,Devoted
411,1,533.78,2,2,2,22,Disinterested
395,1,51.839999999999996,2,2,1,22,Disinterested
399,4,1035.43,2,4,3,24,Unengaged
125,5,1950.3,3,4,4,34,Loyal
10,1,80.8,5,2,1,52,Loyal
5,6,1545.6200000000001,5,4,4,54,Devoted
31,15,4038.69,4,5,5,45,Loyal
284,5,623.46,2,4,3,24,Unengaged
59,1,243.84,4,2,1,42,Loyal
3,15,2090.91,5,5,4,55,Devoted
367,3,2077.51,2,3,4,23,Unengaged
91,1,305.61999999999995,3,2,2,32,Infrequent
395,5,1827.77,2,4,4,24,Unengaged
556,3,848.71,1,3,3,13,Unengaged
434,2,495.98,1,2,2,12,Disinterested
13,1,1201.4900000000002,5,2,3,52,Loyal
165,4,1619.73,3,4,4,34,Loyal
681,2,582.6099999999999,1,2,2,12,Disinterested
67,1,332.3,3,2,2,32,Infrequent
25,3,536.99,4,3,2,43,Loyal
175,5,1097.2400000000002,3,4,3,34,Loyal
105,4,801.4900000000001,3,4,3,34,Loyal
144,6,2123.88,3,4,4,34,Loyal
101,2,288.42,3,2,2,32,Infrequent
25,9,1727.43,4,5,4,45,Loyal
194,2,842.04,2,2,3,22,Disinterested
6,2,547.0699999999999,5,2,2,52,Loyal
362,4,2392.0,2,4,4,24,Unengaged
10,10,1692.98,5,5,4,55,Devoted
16,36,12226.42,5,5,5,55,Devoted
455,2,410.97,1,2,2,12,Disinterested
105,4,417.06000000000006,3,4,2,34,Loyal
4,13,2560.7,5,5,4,55,Devoted
12,11,3349.5699999999997,5,5,5,55,Devoted
467,2,182.59,1,2,1,12,Disinterested
97,1,497.61,3,2,2,32,Infrequent
383,1,113.35000000000001,2,2,1,22,Disinterested
688,1,181.39,1,2,1,12,Disinterested
229,7,2260.09,2,4,4,24,Unengaged
17,3,686.24,5,3,3,53,Loyal
40,5,1826.8899999999999,4,4,4,44,Loyal
53,1,341.70000000000005,4,2,2,42,Loyal
395,5,392.13000000000005,2,4,2,24,Unengaged
95,2,128.5,3,2,1,32,Infrequent
158,2,513.3199999999999,3,2,2,32,Infrequent
40,4,1207.5,4,4,3,44,Loyal
566,1,91.8,1,2,1,12,Disinterested
186,5,417.60999999999996,3,4,2,34,Loyal
3,6,2409.04,5,4,4,54,Devoted
229,2,898.96,2,3,3,23,Unengaged
130,6,1456.6599999999999,3,4,4,34,Loyal
41,4,782.3699999999999,4,4,3,44,Loyal
33,11,3170.9799999999996,4,5,5,45,Loyal
199,4,1159.61,2,4,3,24,Unengaged
10,44,21758.25,5,5,5,55,Devoted
605,2,139.85000000000002,1,3,1,13,Unengaged
38,12,4006.0599999999995,4,5,5,45,Loyal
102,3,1264.19,3,3,4,33,Need_attention
44,35,19571.43,4,5,5,45,Loyal
564,2,614.3399999999999,1,3,3,13,Unengaged
620,1,253.88,1,2,1,12,Disinterested
52,3,842.41,4,3,3,43,Loyal
45,2,614.8900000000001,4,3,3,43,Loyal
54,4,1411.62,4,4,4,44,Loyal
188,1,124.57,3,2,1,32,Infrequent
335,1,332.41,2,2,2,22,Disinterested
6,3,342.45000000000005,5,3,2,53,Loyal
12,2,144.91,5,3,1,53,Loyal
419,2,1408.9600000000003,1,3,4,13,Unengaged
25,2,328.40000000000003,4,3,2,43,Loyal
16,3,358.48999999999995,5,3,2,53,Loyal
444,1,352.79999999999995,1,2,2,12,Disinterested
370,10,4292.589999999999,2,5,5,25,Occasional
146,7,1932.41,3,4,4,34,Loyal
454,3,1610.6200000000001,1,3,4,13,Unengaged
61,5,946.5899999999999,3,4,3,34,Loyal
549,4,662.3300000000002,1,4,3,14,Unengaged
33,3,834.2700000000001,4,3,3,43,Loyal
436,2,409.25,1,3,2,13,Unengaged
403,1,130.95,2,2,1,22,Disinterested
142,3,207.73999999999998,3,3,1,33,Need_attention
691,1,76.74000000000001,1,2,1,12,Disinterested
396,3,393.38999999999993,2,3,2,23,Unengaged
24,4,825.4200000000001,4,4,3,44,Loyal
471,1,450.1600000000001,1,2,2,12,Disinterested
24,6,2812.34,4,4,4,44,Loyal
79,6,1213.1300000000003,3,4,3,34,Loyal
6,12,14617.390000000001,5,5,5,55,Devoted
381,1,217.74,2,2,1,22,Disinterested
69,11,4234.530000000001,3,5,5,35,Loyal
405,1,136.01,2,2,1,22,Disinterested
14,6,853.72,5,4,3,54,Devoted
86,1,13.3,3,2,1,32,Infrequent
32,8,1840.8600000000001,4,5,4,45,Loyal
68,1,432.0,3,2,2,32,Infrequent
68,3,705.12,3,3,3,33,Need_attention
189,19,2268.5600000000004,3,5,4,35,Loyal
39,4,1073.92,4,4,3,44,Loyal
17,4,710.74,5,4,3,54,Devoted
458,1,134.0,1,2,1,12,Disinterested
37,3,660.7199999999999,4,3,3,43,Loyal
402,3,437.15000000000003,2,3,2,23,Unengaged
196,6,2530.8999999999996,2,4,4,24,Unengaged
478,3,285.41,1,3,1,13,Unengaged
3,11,1858.7600000000002,5,5,4,55,Devoted
3,7,762.0999999999999,5,4,3,54,Devoted
368,2,255.84,2,3,1,23,Unengaged
504,3,1324.06,1,3,4,13,Unengaged
66,5,1121.42,3,4,3,34,Loyal
557,1,103.95000000000002,1,2,1,12,Disinterested
301,2,289.78,2,3,2,23,Unengaged
28,5,908.29,4,4,3,44,Loyal
9,8,1721.02,5,5,4,55,Devoted
18,3,887.11,5,3,3,53,Loyal
731,1,204.26000000000002,1,2,1,12,Disinterested
118,1,1706.88,3,2,4,32,Infrequent
31,3,1062.2800000000002,4,3,3,43,Loyal
6,21,4793.67,5,5,5,55,Devoted
7,17,4779.75,5,5,5,55,Devoted
83,7,1448.8000000000002,3,4,4,34,Loyal
31,9,1530.08,4,5,4,45,Loyal
724,1,252.59,1,2,1,12,Disinterested
74,1,379.14,3,2,2,32,Infrequent
6,8,1510.06,5,5,4,55,Devoted
637,2,255.24999999999997,1,3,1,13,Unengaged
30,15,4480.31,4,5,5,45,Loyal
292,3,423.90999999999997,2,3,2,23,Unengaged
38,1,208.45999999999998,4,2,1,42,Loyal
11,11,1543.1799999999998,5,5,4,55,Devoted
25,4,928.62,4,4,3,44,Loyal
278,2,1857.8299999999997,2,3,4,23,Unengaged
51,16,3213.29,4,5,5,45,Loyal
158,24,4927.5599999999995,3,5,5,35,Loyal
413,1,355.45,1,2,2,12,Disinterested
63,3,446.67,3,3,2,33,Need_attention
574,1,611.0800000000002,1,2,2,12,Disinterested
14,32,13378.36,5,5,5,55,Devoted
23,3,846.75,4,3,3,43,Loyal
542,1,125.65,1,2,1,12,Disinterested
373,5,1191.1000000000001,2,4,3,24,Unengaged
117,3,543.0500000000001,3,3,2,33,Need_attention
82,29,3996.98,3,5,5,35,Loyal
5,7,1295.3899999999999,5,4,4,54,Devoted
28,3,380.55,4,3,2,43,Loyal
7,23,5081.57,5,5,5,55,Devoted
55,3,440.71,4,3,2,43,Loyal
3,9,3181.25,5,5,5,55,Devoted
56,6,2110.99,4,4,4,44,Loyal
383,3,535.1,2,3,2,23,Unengaged
27,2,551.17,4,3,2,43,Loyal
501,1,202.1,1,2,1,12,Disinterested
10,9,7043.180000000001,5,5,5,55,Devoted
490,3,449.0,1,3,2,13,Unengaged
54,8,6427.66,4,5,5,45,Loyal
613,1,33.0,1,2,1,12,Disinterested
14,9,1920.59,5,5,4,55,Devoted
213,5,1299.49,2,4,4,24,Unengaged
611,1,101.36,1,2,1,12,Disinterested
23,33,8548.16,4,5,5,45,Loyal
385,5,1222.04,2,4,3,24,Unengaged
237,5,955.21,2,4,3,24,Unengaged
140,7,868.7700000000001,3,4,3,34,Loyal
5,6,1286.2700000000002,5,4,4,54,Devoted
58,10,3612.37,4,5,5,45,Loyal
136,3,1277.7500000000002,3,3,4,33,Need_attention
111,5,798.78,3,4,3,34,Loyal
32,1,20.8,4,2,1,42,Loyal
2,20,6081.879999999999,5,5,5,55,Devoted
186,6,1120.3100000000002,3,4,3,34,Loyal
19,1,308.74,5,2,2,52,Loyal
241,2,416.64,2,3,2,23,Unengaged
437,1,809.44,1,2,3,12,Disinterested
89,1,117.35000000000001,3,2,1,32,Infrequent
40,8,2043.43,4,5,4,45,Loyal
118,3,794.5600000000001,3,3,3,33,Need_attention
411,1,251.04,2,2,1,22,Disinterested
189,1,110.55000000000001,3,2,1,32,Infrequent
735,2,207.85,1,3,1,13,Unengaged
228,1,201.18999999999994,2,2,1,22,Disinterested
10,7,2154.9700000000003,5,4,4,54,Devoted
191,1,319.02,3,2,2,32,Infrequent
6,2,439.43,5,3,2,53,Loyal
41,3,650.4100000000001,4,3,3,43,Loyal
628,1,71.4,1,2,1,12,Disinterested
40,1,357.21,4,2,2,42,Loyal
384,2,786.25,2,3,3,23,Unengaged
388,1,127.0,2,2,1,22,Disinterested
524,2,365.5,1,3,2,13,Unengaged
425,3,926.1200000000001,1,3,3,13,Unengaged
269,1,251.51999999999998,2,2,1,22,Disinterested
397,4,496.0,2,4,2,24,Unengaged
79,3,768.88,3,3,3,33,Need_attention
5,9,2859.74,5,5,4,55,Devoted
257,3,1473.3300000000002,2,3,4,23,Unengaged
62,1,384.06,3,2,2,32,Infrequent
14,11,3546.73,5,5,5,55,Devoted
90,9,10754.8,3,5,5,35,Loyal
19,23,10923.16,5,5,5,55,Devoted
31,11,4888.75,4,5,5,45,Loyal
5,11,2535.8999999999996,5,5,4,55,Devoted
7,2,382.67,5,3,2,53,Loyal
9,6,1133.25,5,4,3,54,Devoted
220,2,344.0,2,3,2,23,Unengaged
423,1,1041.21,1,2,3,12,Disinterested
12,13,5476.5,5,5,5,55,Devoted
465,2,1950.9499999999998,1,3,4,13,Unengaged
32,9,2123.6099999999997,4,5,4,45,Loyal
290,3,702.0,2,3,3,23,Unengaged
151,5,402.0,3,4,2,34,Loyal
25,2,484.82,4,3,2,43,Loyal
398,2,406.3,2,3,2,23,Unengaged
2,19,6640.8,5,5,5,55,Devoted
87,7,2571.5499999999997,3,4,4,34,Loyal
404,4,830.16,2,4,3,24,Unengaged
48,4,2425.16,4,4,4,44,Loyal
472,2,742.3599999999999,1,3,3,13,Unengaged
6,8,1636.3199999999997,5,5,4,55,Devoted
52,7,1120.1000000000001,4,4,3,44,Loyal
431,1,81.36,1,2,1,12,Disinterested
553,1,242.05999999999997,1,2,1,12,Disinterested
20,1,195.36,5,2,1,52,Loyal
32,3,671.6999999999999,4,3,3,43,Loyal
727,1,384.16,1,2,2,12,Disinterested
10,3,586.33,5,3,2,53,Loyal
30,3,1842.56,4,3,4,43,Loyal
578,1,552.4000000000001,1,2,2,12,Disinterested
4,29,12576.990000000002,5,5,5,55,Devoted
42,6,2287.7000000000007,4,4,4,44,Loyal
13,11,3653.38,5,5,5,55,Devoted
544,2,935.62,1,3,3,13,Unengaged
444,6,1182.22,1,4,3,14,Unengaged
33,2,260.0,4,3,1,43,Loyal
419,3,800.1800000000001,1,3,3,13,Unengaged
47,3,95.85,4,3,1,43,Loyal
62,5,1349.6699999999998,3,4,4,34,Loyal
187,3,175.82999999999998,3,3,1,33,Need_attention
80,9,1327.11,3,5,4,35,Loyal
583,3,1593.8300000000002,1,3,4,13,Unengaged
112,7,2137.3,3,4,4,34,Loyal
65,1,146.87000000000003,3,2,1,32,Infrequent
13,6,2773.85,5,4,4,54,Devoted
549,8,3004.6000000000004,1,5,5,15,Occasional
88,4,1332.79,3,4,4,34,Loyal
18,5,1283.9199999999998,5,4,4,54,Devoted
247,4,613.5899999999999,2,4,3,24,Unengaged
385,1,176.9,2,2,1,22,Disinterested
89,1,1267.32,3,2,4,32,Infrequent
32,2,743.1700000000002,4,3,3,43,Loyal
606,1,1954.99,1,2,4,12,Disinterested
139,2,463.25,3,3,2,33,Need_attention
28,6,1686.28,4,4,4,44,Loyal
4,5,1044.38,5,4,3,54,Devoted
34,8,2616.55,4,5,4,45,Loyal
27,12,11962.3,4,5,5,45,Loyal
115,5,827.6800000000002,3,4,3,34,Loyal
159,5,1906.0700000000002,3,4,4,34,Loyal
87,6,2289.2299999999996,3,4,4,34,Loyal
119,7,2071.68,3,4,4,34,Loyal
4,19,9947.48,5,5,5,55,Devoted
98,11,4691.79,3,5,5,35,Loyal
196,4,714.39,2,4,3,24,Unengaged
30,1,413.75,4,2,2,42,Loyal
132,1,498.47999999999996,3,2,2,32,Infrequent
30,5,1356.3300000000002,4,4,4,44,Loyal
447,1,239.54999999999995,1,2,1,12,Disinterested
740,1,128.60000000000002,1,2,1,12,Disinterested
598,1,294.74,1,2,2,12,Disinterested
83,3,1179.8899999999999,3,3,3,33,Need_attention
31,9,4880.17,4,5,5,45,Loyal
268,1,234.24,2,2,1,22,Disinterested
75,11,5232.23,3,5,5,35,Loyal
315,6,923.8700000000001,2,4,3,24,Unengaged
23,13,3638.5300000000007,4,5,5,45,Loyal
60,3,859.35,4,3,3,43,Loyal
639,2,194.69999999999996,1,3,1,13,Unengaged
728,1,228.34,1,2,1,12,Disinterested
726,3,454.54,1,3,2,13,Unengaged
14,47,8994.93,5,5,5,55,Devoted
30,14,5517.23,4,5,5,45,Loyal
116,2,445.32,3,3,2,33,Need_attention
30,13,3801.2000000000003,4,5,5,45,Loyal
627,1,282.05,1,2,1,12,Disinterested
19,4,1446.0900000000001,5,4,4,54,Devoted
564,1,203.05,1,2,1,12,Disinterested
19,10,2241.73,5,5,4,55,Devoted
38,6,1242.7499999999998,4,4,4,44,Loyal
580,1,306.0,1,2,2,12,Disinterested
38,2,378.20000000000005,4,3,2,43,Loyal
80,1,118.80000000000001,3,2,1,32,Infrequent
24,7,957.53,4,4,3,44,Loyal
27,6,964.3900000000001,4,4,3,44,Loyal
35,6,4732.029999999999,4,4,5,44,Loyal
111,9,4049.7900000000004,3,5,5,35,Loyal
37,3,5202.97,4,3,5,43,Loyal
125,28,7891.410000000001,3,5,5,35,Loyal
9,6,2050.08,5,4,4,54,Devoted
739,1,221.53,1,2,1,12,Disinterested
30,4,1991.0100000000002,4,4,4,44,Loyal
388,1,128.45,2,2,1,22,Disinterested
6,13,3149.48,5,5,5,55,Devoted
4,19,7517.65,5,5,5,55,Devoted
52,11,5594.959999999999,4,5,5,45,Loyal
594,1,235.88000000000002,1,2,1,12,Disinterested
324,2,402.19999999999993,2,3,2,23,Unengaged
24,7,2572.25,4,4,4,44,Loyal
17,11,3759.1800000000003,5,5,5,55,Devoted
4,9,1165.73,5,5,3,55,Devoted
383,3,591.0699999999999,2,3,2,23,Unengaged
535,1,582.1700000000001,1,2,2,12,Disinterested
20,2,971.74,5,3,3,53,Loyal
12,7,2507.05,5,4,4,54,Devoted
263,1,25.5,2,2,1,22,Disinterested
724,1,424.3,1,2,2,12,Disinterested
425,1,474.03000000000003,1,2,2,12,Disinterested
161,2,665.7799999999999,3,3,3,33,Need_attention
391,1,491.23,2,2,2,22,Disinterested
35,10,16075.42,4,5,5,45,Loyal
665,1,174.95,1,2,1,12,Disinterested
31,8,1295.46,4,5,4,45,Loyal
167,3,510.7,3,3,2,33,Need_attention
49,2,476.58,4,3,2,43,Loyal
504,1,205.17000000000002,1,2,1,12,Disinterested
576,6,2322.59,1,4,4,14,Unengaged
7,8,808.6200000000001,5,5,3,55,Devoted
10,7,2761.4900000000002,5,4,4,54,Devoted
650,1,389.78000000000003,1,2,2,12,Disinterested
290,1,116.19999999999999,2,2,1,22,Disinterested
319,1,157.02,2,2,1,22,Disinterested
5,2,606.91,5,3,2,53,Loyal
235,1,307.46000000000004,2,2,2,22,Disinterested
404,1,314.73999999999995,2,2,2,22,Disinterested
121,4,570.5000000000001,3,4,2,34,Loyal
163,3,977.1700000000001,3,3,3,33,Need_attention
187,1,298.89,3,2,2,32,Infrequent
52,1,259.35,4,2,1,42,Loyal
154,9,2070.4399999999996,3,5,4,35,Loyal
430,5,1155.03,1,4,3,14,Unengaged
336,1,157.08999999999997,2,2,1,22,Disinterested
522,1,31.85,1,2,1,12,Disinterested
7,5,2463.17,5,4,4,54,Devoted
454,2,1272.8000000000004,1,3,4,13,Unengaged
17,12,14622.330000000002,5,5,5,55,Devoted
108,3,637.1,3,3,3,33,Need_attention
18,10,1738.5799999999997,5,5,4,55,Devoted
664,1,231.68000000000004,1,2,1,12,Disinterested
418,6,1133.63,1,4,3,14,Unengaged
277,7,4417.2699999999995,2,4,5,24,Unengaged
17,25,19584.46,5,5,5,55,Devoted
249,1,465.32000000000005,2,2,2,22,Disinterested
420,4,754.33,1,4,3,14,Unengaged
241,4,1283.7500000000002,2,4,4,24,Unengaged
419,2,924.1099999999999,1,3,3,13,Unengaged
3,2,984.5699999999999,5,3,3,53,Loyal
514,4,3120.91,1,4,5,14,Unengaged
107,13,5860.24,3,5,5,35,Loyal
24,9,3199.9500000000007,4,5,5,45,Loyal
53,1,124.88,4,2,1,42,Loyal
453,1,143.1,1,2,1,12,Disinterested
378,6,1375.6499999999999,2,4,4,24,Unengaged
737,1,231.9,1,2,1,12,Disinterested
196,4,2016.5,2,4,4,24,Unengaged
26,1,213.77999999999997,4,2,1,42,Loyal
77,1,329.34,3,2,2,32,Infrequent
19,7,892.46,5,4,3,54,Devoted
493,1,591.87,1,2,2,12,Disinterested
9,19,5151.9,5,5,5,55,Devoted
34,5,1980.0,4,4,4,44,Loyal
23,5,2099.59,4,4,4,44,Loyal
33,17,10209.16,4,5,5,45,Loyal
446,1,856.01,1,2,3,12,Disinterested
30,10,1715.46,4,5,4,45,Loyal
23,4,699.78,4,4,3,44,Loyal
34,7,2467.35,4,4,4,44,Loyal
286,6,1794.3200000000002,2,4,4,24,Unengaged
40,2,206.33999999999997,4,3,1,43,Loyal
381,3,867.1099999999999,2,3,3,23,Unengaged
500,1,400.2,1,2,2,12,Disinterested
59,3,1156.7299999999998,4,3,3,43,Loyal
376,2,178.67999999999998,2,3,1,23,Unengaged
291,2,384.59,2,3,2,23,Unengaged
80,3,956.5699999999999,3,3,3,33,Need_attention
7,8,3766.5999999999995,5,5,5,55,Devoted
219,1,59.9,2,2,1,22,Disinterested
46,4,1443.69,4,4,4,44,Loyal
203,3,902.32,2,3,3,23,Unengaged
507,1,119.50000000000001,1,2,1,12,Disinterested
733,1,436.71000000000004,1,2,2,12,Disinterested
180,6,1507.2600000000002,3,4,4,34,Loyal
58,11,2256.9800000000005,4,5,4,45,Loyal
59,3,309.85,4,3,2,43,Loyal
424,2,321.29999999999995,1,3,2,13,Unengaged
9,6,3347.31,5,4,5,54,Devoted
571,2,198.40999999999997,1,3,1,13,Unengaged
593,3,229.46,1,3,1,13,Unengaged
48,2,144.0,4,3,1,43,Loyal
228,2,467.7099999999999,2,3,2,23,Unengaged
13,13,4592.929999999999,5,5,5,55,Devoted
108,5,957.6299999999999,3,4,3,34,Loyal
60,7,1743.04,4,4,4,44,Loyal
30,15,4325.9400000000005,4,5,5,45,Loyal
538,1,77.83,1,2,1,12,Disinterested
37,9,2310.04,4,5,4,45,Loyal
275,3,812.5000000000001,2,3,3,23,Unengaged
657,1,562.9799999999999,1,2,2,12,Disinterested
429,1,352.9,1,2,2,12,Disinterested
31,1,1013.01,4,2,3,42,Loyal
25,3,692.2199999999999,4,3,3,43,Loyal
584,1,145.12,1,2,1,12,Disinterested
389,4,356.71,2,4,2,24,Unengaged
55,4,1242.04,4,4,4,44,Loyal
422,1,160.65,1,2,1,12,Disinterested
37,10,5575.879999999999,4,5,5,45,Loyal
177,9,5504.6900000000005,3,5,5,35,Loyal
55,3,999.35,4,3,3,43,Loyal
55,1,204.24,4,2,1,42,Loyal
654,1,303.21999999999997,1,2,2,12,Disinterested
397,1,115.35000000000001,2,2,1,22,Disinterested
651,3,611.6,1,3,2,13,Unengaged
394,1,253.37,2,2,1,22,Disinterested
28,13,3773.3500000000004,4,5,5,45,Loyal
255,3,794.41,2,3,3,23,Unengaged
42,13,4869.4,4,5,5,45,Loyal
62,6,1069.1200000000001,3,4,3,34,Loyal
466,1,186.15,1,2,1,12,Disinterested
556,1,65.05000000000001,1,2,1,12,Disinterested
236,2,217.99999999999994,2,3,1,23,Unengaged
6,18,3910.1400000000003,5,5,5,55,Devoted
33,2,259.13,4,3,1,43,Loyal
26,21,4481.75,4,5,5,45,Loyal
9,5,978.5199999999999,5,4,3,54,Devoted
67,6,1605.0099999999998,3,4,4,34,Loyal
312,3,580.6899999999999,2,3,2,23,Unengaged
503,1,100.86,1,2,1,12,Disinterested
583,1,131.15,1,2,1,12,Disinterested
310,3,900.12,2,3,3,23,Unengaged
20,12,1879.7800000000002,5,5,4,55,Devoted
17,13,2821.29,5,5,4,55,Devoted
98,2,318.76000000000005,3,3,2,33,Need_attention
266,18,9924.949999999997,2,5,5,25,Occasional
14,25,7197.040000000001,5,5,5,55,Devoted
4,2,421.52,5,3,2,53,Loyal
37,3,560.86,4,3,2,43,Loyal
184,1,149.89,3,2,1,32,Infrequent
27,8,1562.98,4,5,4,45,Loyal
14,12,1929.2600000000002,5,5,4,55,Devoted
13,4,1002.0799999999999,5,4,3,54,Devoted
4,32,7413.01,5,5,5,55,Devoted
314,4,1189.45,2,4,3,24,Unengaged
598,1,130.6,1,2,1,12,Disinterested
387,12,2744.1400000000003,2,5,4,25,Occasional
110,5,2889.2800000000007,3,4,4,34,Loyal
3,69,20632.96,5,5,5,55,Devoted
55,5,1826.04,4,4,4,44,Loyal
206,2,371.63,2,3,2,23,Unengaged
548,2,38.92,1,3,1,13,Unengaged
17,1,282.19,5,2,1,52,Loyal
122,2,546.1600000000001,3,3,2,33,Need_attention
430,1,68.03,1,2,1,12,Disinterested
5,2,384.52,5,3,2,53,Loyal
364,3,812.4300000000001,2,3,3,23,Unengaged
118,2,353.85999999999996,3,3,2,33,Need_attention
20,1,178.26,5,2,1,52,Loyal
6,3,470.72999999999996,5,3,2,53,Loyal
42,4,799.13,4,4,3,44,Loyal
109,5,498.9299999999999,3,4,2,34,Loyal
438,2,192.73000000000002,1,3,1,13,Unengaged
398,2,417.2999999999999,2,3,2,23,Unengaged
150,6,1535.08,3,4,4,34,Loyal
413,1,120.95,1,2,1,12,Disinterested
511,1,230.44,1,2,1,12,Disinterested
54,11,2488.7599999999998,4,5,4,45,Loyal
210,1,63.440000000000005,2,2,1,22,Disinterested
426,1,279.59000000000003,1,2,1,12,Disinterested
140,2,562.9000000000001,3,3,2,33,Need_attention
4,5,517.73,5,4,2,54,Devoted
129,2,317.61999999999995,3,3,2,33,Need_attention
109,11,1733.89,3,5,4,35,Loyal
387,1,537.46,2,2,2,22,Disinterested
471,2,604.4,1,3,2,13,Unengaged
738,1,210.39000000000001,1,2,1,12,Disinterested
44,4,2148.6300000000006,4,4,4,44,Loyal
426,1,141.12,1,2,1,12,Disinterested
37,2,577.3799999999999,4,3,2,43,Loyal
385,1,114.52000000000001,2,2,1,22,Disinterested
404,1,508.38999999999993,2,2,2,22,Disinterested
229,2,1065.3500000000001,2,3,3,23,Unengaged
243,2,271.24,2,3,1,23,Unengaged
59,1,187.82999999999998,4,2,1,42,Loyal
440,1,118.85999999999999,1,2,1,12,Disinterested
376,6,797.8499999999999,2,4,3,24,Unengaged
132,5,2339.66,3,4,4,34,Loyal
380,1,188.46,2,2,1,22,Disinterested
62,8,2793.16,3,5,4,35,Loyal
630,2,428.34,1,3,2,13,Unengaged
23,3,395.4799999999999,4,3,2,43,Loyal
28,21,3889.26,4,5,5,45,Loyal
11,11,2499.98,5,5,4,55,Devoted
33,9,2079.3900000000003,4,5,4,45,Loyal
5,8,1501.4399999999998,5,5,4,55,Devoted
310,1,550.8000000000001,2,2,2,22,Disinterested
474,2,271.75,1,3,1,13,Unengaged
10,17,3774.23,5,5,5,55,Devoted
671,2,467.78999999999996,1,3,2,13,Unengaged
30,3,556.95,4,3,2,43,Loyal
732,1,338.13,1,2,2,12,Disinterested
19,1,131.78,5,2,1,52,Loyal
103,5,957.56,3,4,3,34,Loyal
13,6,1016.0800000000002,5,4,3,54,Devoted
392,2,393.64,2,3,2,23,Unengaged
23,2,330.43,4,3,2,43,Loyal
16,5,1135.63,5,4,3,54,Devoted
363,1,250.03999999999996,2,2,1,22,Disinterested
536,1,111.50000000000001,1,2,1,12,Disinterested
650,1,2135.46,1,2,4,12,Disinterested
12,21,9782.35,5,5,5,55,Devoted
397,11,3999.8900000000003,2,5,5,25,Occasional
395,2,4511.76,2,3,5,23,Unengaged
97,3,330.59,3,3,2,33,Need_attention
389,2,1025.1,2,3,3,23,Unengaged
80,6,3566.5599999999995,3,4,5,34,Loyal
140,3,644.3,3,3,3,33,Need_attention
33,1,2328.84,4,2,4,42,Loyal
26,17,4904.429999999999,4,5,5,45,Loyal
3,43,9650.599999999999,5,5,5,55,Devoted
422,1,124.45000000000002,1,2,1,12,Disinterested
48,3,2600.34,4,3,4,43,Loyal
727,1,164.27999999999997,1,2,1,12,Disinterested
671,1,29.1,1,2,1,12,Disinterested
102,6,2444.8500000000004,3,4,4,34,Loyal
10,6,1741.18,5,4,4,54,Devoted
378,5,922.59,2,4,3,24,Unengaged
17,12,1565.59,5,5,4,55,Devoted
19,12,2174.8199999999997,5,5,4,55,Devoted
282,3,609.5699999999999,2,3,2,23,Unengaged
410,2,321.95,2,3,2,23,Unengaged
411,2,152.35,2,3,1,23,Unengaged
675,1,104.7,1,2,1,12,Disinterested
16,5,1004.43,5,4,3,54,Devoted
24,4,423.8,4,4,2,44,Loyal
125,1,175.2,3,2,1,32,Infrequent
530,5,838.27,1,4,3,14,Unengaged
87,1,494.25,3,2,2,32,Infrequent
304,3,635.1500000000001,2,3,3,23,Unengaged
